"","country","lat","lng","confirmed","deaths","iso3c","land_area","pop_density","pop_largest_city","gdp_capita_2018","life_expectancy","pop_0_14_2018","pop_15_64_2018","pop_65_over_2018","pop_2018","iso2c","region","incomeID","income","confirmed_per_100k","deaths_per_100k","mortality_rate"
"107","Canada",53.9333,-116.5765,1567,1,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",4.2285334800952,0.00269848977670402,0.0638162093171666
"108","Canada",53.9333,-116.5765,1567,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",4.2285334800952,0,0
"109","Canada",53.9333,-116.5765,1567,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",4.2285334800952,0,0
"110","Canada",53.9333,-116.5765,1567,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",4.2285334800952,0,0
"111","Canada",49.2827,-123.1207,1445,40,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",3.89931772733731,0.107939591068161,2.7681660899654
"112","Canada",49.2827,-123.1207,1445,58,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",3.89931772733731,0.156512407048833,4.01384083044983
"113","Canada",49.2827,-123.1207,1445,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",3.89931772733731,0,0
"114","Canada",49.2827,-123.1207,1445,4,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",3.89931772733731,0.0107939591068161,0.27681660899654
"115","Canada",49.2827,-123.1207,1445,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",3.89931772733731,0,0
"116","Canada",49.2827,-123.1207,1445,3,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",3.89931772733731,0.00809546933011206,0.207612456747405
"117","Canada",49.2827,-123.1207,1445,2,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",3.89931772733731,0.00539697955340804,0.13840830449827
"118","Canada",49.2827,-123.1207,1445,274,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",3.89931772733731,0.739386198816901,18.961937716263
"119","Canada",49.2827,-123.1207,1445,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",3.89931772733731,0,0
"120","Canada",49.2827,-123.1207,1445,328,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",3.89931772733731,0.885104646758918,22.6989619377163
"121","Canada",49.2827,-123.1207,1445,4,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",3.89931772733731,0.0107939591068161,0.27681660899654
"122","Canada",49.2827,-123.1207,1445,1,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",3.89931772733731,0.00269848977670402,0.0692041522491349
"123","Canada",49.2827,-123.1207,1445,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",3.89931772733731,0,0
"124","Canada",49.2827,-123.1207,1445,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",3.89931772733731,0,0
"125","Canada",49.2827,-123.1207,1445,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",3.89931772733731,0,0
"126","Canada",37.6489,-122.6655,13,40,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.0350803670971522,0.107939591068161,307.692307692308
"127","Canada",37.6489,-122.6655,13,58,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.0350803670971522,0.156512407048833,446.153846153846
"128","Canada",37.6489,-122.6655,13,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.0350803670971522,0,0
"129","Canada",37.6489,-122.6655,13,4,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.0350803670971522,0.0107939591068161,30.7692307692308
"130","Canada",37.6489,-122.6655,13,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.0350803670971522,0,0
"131","Canada",37.6489,-122.6655,13,3,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.0350803670971522,0.00809546933011206,23.0769230769231
"132","Canada",37.6489,-122.6655,13,2,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.0350803670971522,0.00539697955340804,15.3846153846154
"133","Canada",37.6489,-122.6655,13,274,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.0350803670971522,0.739386198816901,2107.69230769231
"134","Canada",37.6489,-122.6655,13,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.0350803670971522,0,0
"135","Canada",37.6489,-122.6655,13,328,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.0350803670971522,0.885104646758918,2523.07692307692
"136","Canada",37.6489,-122.6655,13,4,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.0350803670971522,0.0107939591068161,30.7692307692308
"137","Canada",37.6489,-122.6655,13,1,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.0350803670971522,0.00269848977670402,7.69230769230769
"138","Canada",37.6489,-122.6655,13,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.0350803670971522,0,0
"139","Canada",37.6489,-122.6655,13,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.0350803670971522,0,0
"140","Canada",37.6489,-122.6655,13,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.0350803670971522,0,0
"141","Canada",53.7609,-98.8139,242,40,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.653034525962373,0.107939591068161,16.5289256198347
"142","Canada",53.7609,-98.8139,242,58,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.653034525962373,0.156512407048833,23.9669421487603
"143","Canada",53.7609,-98.8139,242,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.653034525962373,0,0
"144","Canada",53.7609,-98.8139,242,4,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.653034525962373,0.0107939591068161,1.65289256198347
"145","Canada",53.7609,-98.8139,242,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.653034525962373,0,0
"146","Canada",53.7609,-98.8139,242,3,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.653034525962373,0.00809546933011206,1.2396694214876
"147","Canada",53.7609,-98.8139,242,2,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.653034525962373,0.00539697955340804,0.826446280991736
"148","Canada",53.7609,-98.8139,242,274,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.653034525962373,0.739386198816901,113.223140495868
"149","Canada",53.7609,-98.8139,242,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.653034525962373,0,0
"150","Canada",53.7609,-98.8139,242,328,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.653034525962373,0.885104646758918,135.537190082645
"151","Canada",53.7609,-98.8139,242,4,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.653034525962373,0.0107939591068161,1.65289256198347
"152","Canada",53.7609,-98.8139,242,1,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.653034525962373,0.00269848977670402,0.413223140495868
"153","Canada",53.7609,-98.8139,242,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.653034525962373,0,0
"154","Canada",53.7609,-98.8139,242,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.653034525962373,0,0
"155","Canada",53.7609,-98.8139,242,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.653034525962373,0,0
"156","Canada",46.5653,-66.4619,114,40,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.307627834544258,0.107939591068161,35.0877192982456
"157","Canada",46.5653,-66.4619,114,58,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.307627834544258,0.156512407048833,50.8771929824561
"158","Canada",46.5653,-66.4619,114,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.307627834544258,0,0
"159","Canada",46.5653,-66.4619,114,4,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.307627834544258,0.0107939591068161,3.50877192982456
"160","Canada",46.5653,-66.4619,114,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.307627834544258,0,0
"161","Canada",46.5653,-66.4619,114,3,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.307627834544258,0.00809546933011206,2.63157894736842
"162","Canada",46.5653,-66.4619,114,2,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.307627834544258,0.00539697955340804,1.75438596491228
"163","Canada",46.5653,-66.4619,114,274,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.307627834544258,0.739386198816901,240.350877192982
"164","Canada",46.5653,-66.4619,114,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.307627834544258,0,0
"165","Canada",46.5653,-66.4619,114,328,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.307627834544258,0.885104646758918,287.719298245614
"166","Canada",46.5653,-66.4619,114,4,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.307627834544258,0.0107939591068161,3.50877192982456
"167","Canada",46.5653,-66.4619,114,1,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.307627834544258,0.00269848977670402,0.87719298245614
"168","Canada",46.5653,-66.4619,114,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.307627834544258,0,0
"169","Canada",46.5653,-66.4619,114,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.307627834544258,0,0
"170","Canada",46.5653,-66.4619,114,0,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.307627834544258,0,0
"171","Canada",53.1355,-57.6604,242,40,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.653034525962373,0.107939591068161,16.5289256198347
"172","Canada",53.1355,-57.6604,242,58,"CAN",9093510,4.07530821431988,6082425,51391.7084172258,81.9487804878049,15.8702508744405,66.8977424466943,17.2320066788651,37057765,"CA","North America","HIC","High income",0.653034525962373,0.156512407048833,23.9669421487603
